basic_moving_percentage,basic_km,basic_trips,basic_avg_speed,basic_ignition_total_duration_in_sec,basic_ignition_moving_duration_in_sec,can_fuel_consumed,vehcile_model
0.12,28.58,2,20,24514,2825.09774,,2014 Volvo fh
0.31,206.65,39,12.31,55010,16928.55997,,2015 Volvo fh
0.64,458.96,14,23.21,34671,22080.29612,,2015 VOLVO FH
0.32,229.91,22,23.14,62893,20128.36704,,2015 VOLVO FH
0,0,0,0,0,0,,2014 Volvo fh
0.26,184.62,20,20.1,67516,17413.32062,,2012 Volvo fh
0.31,210.7,20,18.65,64785,20150.83261,,2013 Volvo Fh
0,0,0,0,0,0,,Volvo fh
0.6,474.4,6,55.67,49044,29455.55565,,2012 volvo fh
1.26,312.12,4,43.5,12217,15445.66088,,2014 Volvo fh
0.75,655.88,7,40.86,50145,37482.53106,,2011 Volvo fh
0,0,0,0,0,0,,2011 Volvo fh
0,0,0,0,4343,0,,2012 Volvo fh12
0,0,0,0,0,0,,2011 Volvo fh
0.21,116.09,12,10.17,36845,7616.187127,,2013 Volvo fh
0.29,145.19,7,27.43,32138,9402.458445,,2015 VOLVO FH
0,1.02,1,4,4116,0,,2011 Volvo fh
1.39,192.87,8,23.38,8838,12241.36253,,2015 / Volvo fh12
0,0,0,0,0,0,,2007 / Volvo fh 12
0,0,0,0,14009,0,,2012 Volvo fh
0.66,569.22,6,48.33,50936,33407.11998,,2007 Volvo fh12
0.78,397.93,5,45.6,27244,21338.39875,,2006 Volvo fh12
0.3,223.54,24,19.33,68015,20732.62369,,2007 Volvo fh12
0,0,0,0,7790,0,,2011 Volvo fh
0.12,32.96,3,10.33,31710,3814.719529,,2008 Volvo fh12
0.19,22.34,7,15.14,5691,1099.299121,,2012 Volvo fh
0.61,440.02,8,45.62,40684,24648.66154,,2012 Volvo fh
0.17,104.74,8,11,34017,5653.615477,,2007 Volvo fh12
0,0,0,0,16404,0,,2009 Volvo fh
0.86,863.78,16,47.69,50970,43795.75543,,2007 Volvo fh12
0,0,0,0,0,0,,2008 Volvo fh12
0.81,533.41,12,34.08,38740,31242.0135,,2006 Volvo fh 440
0.47,324.78,9,29.89,36828,17467.96937,,2005 Volvo fh12
0.65,120.03,8,24.88,11844,7650.642415,,2008 Volvo fh12
0.36,54.24,3,23,16018,5814.575994,,2009 Volvo fh12
0,0,0,0,170,0,,2014 Volvo fh
0.18,32.84,2,19,17721,3106.418567,,2012 volvo fh12
0,0,0,0,0,0,,2012 Volvo fh
0,0,0,0,0,0,,2013 Volvo fh
0,0,0,0,9630,0,,2006 Volvo fh12
0,0,0,0,0,0,,2005 Volvo fh12
0.74,775.93,12,37,52990,38972.32874,,2005 Volvo fh12
0.23,67.69,6,19.17,27241,6344.168438,,2012 Volvo fh
0,0,0,0,0,0,,2005 Volvo fh
0.79,325.13,7,40.29,22545,17764.2406,,2012 Volvo fh12
0.87,408.33,5,33,24371,21230.7507,,2009Volvo fh
0,0,0,0,7730,0,,2014 Volvo fh12
0,0,0,0,22214,0,,2008 Volvo fh12
0.96,397.75,3,47.67,21712,20914.32641,,2014 Volvo fh
0.5,109.28,30,28.47,15210,7532.77238,,Honda unicorn
0.38,108.53,27,26.52,15387,5884.017778,,H unicorn
0.45,113.72,22,36.82,14735,6700.686019,,H unicorn
0.95,154.47,16,37.25,14718,14055.62637,,H unicorn
0.85,204.24,28,36.93,18732,15968.55955,,H unicorn
0,1.62,2,20,333,0,,H unicorn
0.77,160.28,26,33.12,18721,14328.16737,,H unicorn
0.46,72.09,29,26.21,9312,4314.266428,,H unicorn
0.68,68.5,18,29.67,8813,5999.340375,,H unicorn
0.67,160.21,37,26.89,21265,14343.22383,,H unicorn
0,0,0,0,0,0,,H unicorn
0.9,200.71,40,39.58,16413,14801.34458,,H unicorn
0.75,147.21,27,32.81,15569,11664.51416,,H unicorn
0.89,236.86,30,39.47,19808,17682.04901,,H unicorn
0.84,153.72,26,33.46,15554,13044.14642,,H unicorn
0.56,99.45,29,24.66,13257,7486.921746,,H unicorn
0.24,53.29,29,21.41,10774,2613.509629,,H unicorn
0.62,87.73,32,31.16,12632,7820.591642,,H unicorn
0,0,0,0,0,0,,H unicorn
0,0,0,0,0,0,,Honda unicorn
0.12,65.83,30,19.17,16378,1969.847361,,H unicorn
0.49,84,10,31,11127,5500.720383,,Honda Unicorn
0.78,170.76,19,35,17767,13932.03926,,Honda Unicorn
0.29,105.2,2,31,21483,6310.494952,,Volvo FH12 2003
0,0.76,2,6.5,45146,0,,Volvo FH12 2004
0.4,29.92,1,48,5632,2243.773205,,Volvo FH12 2012
0,0,0,0,0,0,,Volvo FH12 2012
0,0,0,0,0,0,,Volvo FH12 2004
0,0,0,0,2387,0,,Volvo FH12 2004
0.46,502.64,13,39.54,53252,24422.22264,,Volvo FH12 2006
0,0,0,0,21379,0,,Volvo FH12 2012
0,0,0,0,0,0,,Mercedes Actros 2005
0,0,0,0,55974,0,,9281
0,5.29,3,11,2574,0,,Volvo FH12 2004
0,0,0,0,0,0,,Volvo FH  2004
0,0,0,0,0,0,,Volvo FH12 2004
0,0,0,0,0,0,,Volvo FH12 2004
0,1.28,2,10,53225,0,,Volvo FH12 2012
0,0,0,0,0,0,,Mercedes Actros 2003
0,0,0,0,0,0,,Volvo FH12 2011
0.45,332.32,11,53.36,36612,16513.1839,,Volvo FH12 2012
0.61,313.34,3,63,28844,17667.59735,,Volvo FH12 2000
1.24,534.36,8,69,20499,25322.32485,,Volvo FH12 2007
0,0,0,0,29,0,,Volvo FH12 2006
0,0,0,0,0,0,,Volvo FH12 2012
0,0,0,0,0,0,,Volvo FH12 2000
0,0,0,0,0,0,,Volvo FH 2000
0,0,0,0,0,0,,Volvo fh12
0,0,0,0,20032,0,,Volvo Fh12 2011
0.75,730.98,20,26.3,49881,37394.15987,,Volvo FH12 2007
0.38,41.77,3,26.33,10222,3859.56224,,"Volvo fh13, 2010"
0,0,0,0,2666,0,,"Volvo Fh13, 2010"
0,0,0,0,21841,0,," vfh12, 2015"
0,3.06,2,18,24207,0,,"Vfh12, 2015"
0.67,652.21,20,21.5,52060,34714.95801,,"VFh12, 2015"
0.34,436.74,8,29.88,63131,21507.74564,,"Vfh12, 2015"
0.68,448.88,11,38.18,37916,25704.6642,,"Vfh12, 2015"
0,0,0,0,9132,0,,"volvo fh12, 2015"
0.54,515.03,22,27.55,45365,24314.97876,,"Vfh 12, 2015"
0.27,210.38,3,60.33,47035,12632.15144,,"Volvo fh12, 2005"
0,0,0,0,0,0,,"Volvo fh12, 2005"
0,0,0,0,0,0,,2006 volvo fh12
0,0,0,0,0,0,,2006 Volvo fh12 
0,0,0,0,0,0,,"VOLVO FH12, 2002"
0,1.02,2,3,1446,0,,"Volvo fh12, 2003"
0,0,0,0,0,0,,"volvo fh12, 2006"
0,0,0,0,66509,0,,Volvo FH12 2012
0.97,433.99,6,35.5,23910,23155.10576,, Volvo Fh 2008 
0.24,57.81,7,20.43,18743,4419.88511,,Volvo FH 2007
0,380.79,12,32.33,0,21627.19109,,Volvo FH 2008
0,0,0,0,22939,0,,Volvo FH 2007
0,2.53,1,15,33244,0,,VOLVO FH 2008
0.62,316.36,7,32.14,27472,17137.82194,,Volvo FH 2006
0.53,625.84,8,41.88,60893,32304.39484,,Volvo FH 2010
0,0,0,0,30529,0,,Volvo FH 2008
0,0,0,0,24980,0,,Volvo FH 2007
0,0,0,0,0,0,,VOLVO FH 2009
0,0,0,0,4178,0,,VOLVO FH 2009
0,0,0,0,8591,0,,8.62476E+14
0.35,388.84,9,39.89,50595,17646.32621,,8.62476E+14
0,0,0,0,20328,0,,8.62476E+14
0,0,0,0,20985,0,,Volvo FH 2008
0,2.81,1,12,9536,0,,Volvo FH 2008
0,0,0,0,6780,0,,Volvo FH12 2008
0,0,0,0,11771,0,,Volvo FH12 2007
0,11.15,3,12,8612,0,,Volvo FH12 2007
0,0.06,1,4,14851,0,,"Volvo fh12, 2006"
0,0.15,2,4,43420,0,,"Volvo fh, 2006"
0,0,0,0,5995,0,,38287 dxb
0,2.1,1,16,13226,0,,Volvo FH480 2008
0,0,0,0,6078,0,,Volvo FH12 2007
0,0,0,0,4163,0,,Volvo FH12 2007
0.34,364.6,10,22.8,54101,18608.56922,,Volvo FH12 2011
0,0,0,0,15222,0,,Volvo FH12 2006
0.11,60.57,8,19.5,48972,5464.471175,,2011 Volvo fh
0,14.37,4,16,17141,0,,2007 VOLVO FH 
0.41,260.14,7,39.29,36193,14664.79706,,3.50424E+14
0,0,0,0,6490,0,,3.50424E+14
0,0,0,0,3042,0,,3.57073E+14
0.59,279.55,11,32.09,24556,14424.63038,,3.50424E+14
0,0,0,0,0,0,,3.50424E+14
0,0.07,2,54.5,28788,1.007999194,,Volvo FH12 2007
0,0,0,0,32816,0,,2007 Volvo fh12
0,0,0,0,17300,0,,2013 volvo fh
6.7,524.07,23,25.87,4827,32352.7605,,2010 Volvo fh
0.16,96.92,11,31.18,48798,8012.535205,,2013 Volvo fh12
0.56,51.18,8,48.88,7461,4204.354134,,3.51742E+14
0,0,0,0,2475,0,,3.51742E+14
0,0,0,0,0,0,,3.51742E+14
0,0,0,0,35954,0,,3.51742E+14
0.4,315.48,3,70.33,40627,16185.74004,,3.51742E+14
0,0.2,1,1,9963,0,,3.51742E+14
0.34,437.44,10,24.7,61263,20995.45426,,3.51742E+14
0.24,85.5,4,30,33951,8072.283577,,3.51742E+14
0.05,2.5,1,27,6164,333.7330663,,3.51742E+14
0,0.39,1,9,21941,0,,Volvo FH12 2007
0,0,0,0,16236,0,,Volvo FH12 2008
0,0.03,1,0,33157,0,,3.59633E+14
0.21,97,16,14.12,35103,7303.060796,,3.59633E+14
0,0.32,1,2,12700,0,,3.54017E+14
0,0,0,0,0,0,,Reefer Truck 502
0,0,0,0,0,0,,8.6354E+14
0,0.28,1,8,30642,0,,addtional
0,0,0,0,23392,0,,Volvo FH12 2010
0,0,0,0,15759,0,,8.62476E+14
0,0.07,2,0,29967,0,,8.62476E+14
0,0,0,0,22111,0,,8.62476E+14
0,0,0,0,38567,0,,8.62476E+14
0.48,449.1,9,44.22,54521,26191.46345,,2011 Volvo fh
0.18,220.54,7,39.86,68591,12346.44104,,2010 Volvo fh12
0,0,0,0,27379,0,,2006 Volvofh12 
0,1.03,4,15,42829,4.069561962,,2010 Volvo fh
0,0.04,1,0,27259,0,,2010 Volvo fh
0,3.19,2,12.5,20611,0,,2012 Volvo fh
0,0.22,2,1.5,9891,0,,2011 Volvo fh
0,0.13,2,0.5,47473,0,,2011 VOLVO FH
0,0,0,0,10448,0,,2011 VOLVO FH
0.52,337.28,9,32,37453,19526.51165,,2011 VOLVO FH
0.49,545.84,20,21.3,55807,27343.16786,,2011 VOLVO FH
0.47,597.04,27,23.41,63447,29931.05088,,2011/ Volvo FH
0,0,0,0,8993,0,,2011 Volvo fh
0,0,0,0,26661,0,,2011/ Volvo FH
0,0,0,0,1058,0,,2010 volvo fh
0,9.2,2,21.5,8248,0,,2011/ Volvo FH
0,0,0,0,0,0,,2011 Renault premium
0,4.95,2,16.5,7950,0,,Mercedes actros 2007
0,0,0,0,0,0,,2016 MAN
0,0,0,0,0,0,,2016 MAN
0,0,0,0,10858,0,,2014 MAN
0.33,123.2,4,21.5,22942,7608.430277,,2014 MAN
0.87,308.89,2,69,19099,16611.89333,,2016 MAN
0,0,0,0,14974,0,,2011 Volvo fh
0.35,46.09,4,29,10193,3573.905532,,2005 Volvo fh12
0,0,0,0,0,0,,2009 Volvo fh
0,6.29,4,6.25,11948,0,,2006 Volvo fh12
0,0,0,0,0,0,,2008 M Actros
0,0,0,0,0,0,,2010 Volvo fh
0,0,0,0,0,0,,2001 Volvo fh12
0.42,379.13,11,32.55,52204,22011.967,,2006 Volvo fh12
0.2,106.22,15,11.07,30945,6152.649108,,2011 Volvo fh
0.53,432.23,8,38,48110,25584.70781,,2015 VOLVO FH
0,0,0,0,21738,0,,2003 Volvo FH
0,0,0,0,28355,0,,2003 Volvo fh12
0,0,0,0,0,0,,2004 Volvo fh12
0,0,0,0,0,0,,2012 Volvo fh
1.2,464.45,15,25.07,23437,28182.91169,,2008 Volvo fh12
3.28,600.68,18,27.44,11226,36874.24537,,2015 Volvo fh
0.14,130.46,9,12.89,43865,6187.97152,,015 Volvo fh
0,0,0,0,29732,0,,2015 Volvo fh
0,0,0,0,13863,0,,2015 Volvo fh
0,0,0,0,21641,0,,2015 Volvo fh
0,15.5,7,12.71,45858,0,,2015 Volvo fh
0.09,85.39,4,21.5,46059,4246.910888,,2013 Volvo fh
0,0.26,3,0,8197,0,,VOLVO FH 2007
0.06,25.16,4,9.5,41176,2592.527338,,2014 Volvo fh
5.81,675.74,16,22.19,5923,34414.24078,,2014 Volvo fh
0.62,334.01,6,44.83,30925,19110.37674,,2014 Volvo fh
0,2.16,5,2.8,31205,0,,2015 Volvo fh
0.4,489.54,12,15.5,55137,22148.617,,2015
0,0,0,0,37427,0,,2015 Volvo fh
0,0,0,0,0,0,,2015 Volvo fh
0,9.38,6,10.33,41252,0,,2015 Volvo fh
0.49,394.99,32,12.75,46245,22595.59795,,2015 Volvo fh
0,0,0,0,19908,0,,2015 Volvo fh
0,0.04,1,0,24015,0,,2015 Volvo fh
0.91,446.17,10,16.5,23703,21471.76657,,2015 Volvo fh
0.99,634.94,11,36,34541,34114.12633,,Volvo fh
0,18.03,5,9,42011,0,,2012 Volvo fh
0.12,56.29,7,7.43,38481,4755.767624,,2015 MAN
0,0,0,0,15598,0,,2016 MAN
0,1.45,2,6,10059,0,,2017 VOLVO FH
0,0,0,0,0,0,,2015 MAN
0,0,0,0,0,0,,2015 MAN
0,0,0,0,16351,0,,2015 MAN
0,2.92,2,14,29302,0,,2016 VOLVO FH
0.67,411.86,4,48.5,31348,21003.93675,,2008 Volvo
0.79,440.06,7,33.57,29963,23543.94259,97.9,2011 Volvo fh
0.44,210.92,8,17.75,30096,13305.28278,55.8,2013 / Volvo fh
0,15.13,6,8,15484,0,10.5,2014 Volvo fh
5.48,207.71,10,17.5,2597,14243.1748,123,2012 Volvo fh
0.61,199.65,4,38.25,21360,13107.19789,53.6,2014 Volvo fh
0.32,143,5,17,24357,7711.81452,54.1,2014 Volvo fh
0,1.66,3,5.33,2858,0,3.8,2012 Volvo fh
0.75,429.7,9,38,35823,26917.94857,145.32,2014 Volvo fh
0.26,147.09,9,18.78,40833,10588.15638,84.72,2004 Volvo fh12
0.42,351.44,9,31,50027,21056.69816,155.2,2008 Volvo fh12
0.27,151.96,9,21.89,28334,7774.079374,63.4,2008/Volvo FH
0.6,361.14,10,31,41447,24776.34479,156.6,2014 Volvo fh
0.43,301.53,7,30,48947,20965.56902,158.5,2008 Volvo fh12
0.14,102.83,9,14.44,47177,6557.740208,72.91,2014/Volvo FH
0.74,196.73,2,51,16452,12179.01671,64.38,2013/ Volvo FH
0.56,135.02,2,59.5,14769,8324.846651,45.88,2008 Volvo fh12
0,0,0,0,0,0,0,2014 Volvo fh
0.42,231.01,7,29.71,34742,14453.54074,58.6,2014 Volvo fh
0.55,364.38,16,17.88,34061,18648.95404,135.18,2014/Volvo FH
0.69,361.92,6,24.83,30308,20891.61227,116.5,2014 Volvo fh
0,156.79,5,27.4,0,9740.89833,119.7,2014/ Volvo FH
0.52,332.11,10,26.9,42521,22264.40594,140.5,2004 Volvo fh12
0.88,257.54,6,21.5,18254,16114.92395,82.28,2008/ Volvo FH
0.45,202.64,7,33.86,27323,12309.60913,74,2014 Volvo fh
0.4,438.47,11,41.18,60508,24433.49845,141.9,2014 Volvo fh
0.59,374.48,11,26.18,31460,18677.16839,204.9,2014/ Volvo FH
0.03,34.88,4,55.25,56998,1434.598852,163.2,2012 Volvo fh
32.78,196.5,6,23.33,385,12619.75034,94.2,2008 Volvo fh
0,0,0,0,405,0,0,2008  Volvo fh
0.04,25.36,10,10.7,14063,615.7070343,26,2012 Volvo fh
5.76,146.78,7,20.71,1841,10604.71805,56,2014 Volvo fh
0.61,560.36,13,24.15,46198,28296.51915,190.71,2012 volvo fh
0,6.31,19,1.42,24397,0,24.6,2010 Volvo fh
0.54,360.27,8,28.5,42796,23139.0932,181.28,2008 Volvo fh12
0.27,187.61,7,32.86,39297,10758.64813,92.69,2007 Volvo fh12
0.74,389.43,7,37.43,33951,25174.66209,111.32,2014 Volvo fh
0.7,348.03,7,35.14,34479,24033.14704,79.78,2014 Volvo fh
0.5,35.27,2,34.5,7442,3739.233932,15.59,2014 Volvo fh
0,0,0,0,0,0,0,2005 Volvo fh12
0.57,445.84,12,26.5,34196,19426.1866,104.6,2014 Volvo fh
0.35,117.98,6,16.83,24572,8614.793108,41.69,2014 Volvo fh
0.23,102.72,12,11.17,39376,8881.442502,43.18,2014 Volvo fh
0,0.63,5,5,7120,0,4.3,2013 Volvo fh
1.08,619.41,4,65.5,31758,34209.12805,204.8,2012 Volvo fh
33.91,283.06,9,32,567,19228.11715,139.62,2011 Volvo fh
0.71,328.27,9,31.56,31538,22337.07645,114.9,2014 Volvo FH 420
0,0,0,0,112,0,0,"Toyota Avanza, 2020"
0,0,0,0,0,0,0,"Ford transit, 2020"
0,0,0,0,0,0,0,Renault Symbol 2020
0,0,0,0,0,0,0,Toyota Avanza 2020
0.63,28.46,6,30.83,3540,2246.646986,2.5,Toyota Rush 2022
0,0,0,0,0,0,0,Renault Symbol
0,0,0,0,0,0,0,Toyota Hiace
0.64,46.39,5,27.6,7548,4817.581402,0,Ford Transit 2020
0,0,0,0,0,0,0,Unicorn Honda
0.82,246.27,19,31.37,24597,20247.32291,19.4,TOYOTA RUSH 2022
0.27,52.98,10,31.5,14248,3831.959502,7.1,Toyota rush 2022
0.74,267.03,22,38.32,30037,22376.22847,22.9,Toyota rush 2022
0,0,0,0,27,0,0,Toyota Avanza 2020
0.77,420.89,7,38,27592,21177.54798,,Volvo fh
0,0,0,0,3549,0,,Volvo fh
0.75,408.29,6,36.83,30012,22501.1501,,2011 Volvo fh
0,0.61,3,2,12822,0,,Volvo fh 2011
0,3.82,2,7,6244,0,,2012 volvo fh
0,0.9,1,13,616,0,,Volvo FH 12 2008
0,2.83,4,5.75,17199,0,,2014 Volvo FH
0,0,0,0,0,0,,2013 volvo fh12
0,1.37,1,7,4821,0,,2013 Volvo fh
0,0,0,0,4397,0,,2013 Volvo fh
0,4.23,6,7.67,18338,0,,2013 Volvo fh
0,7.87,3,14.67,6025,0,,2011 Volvo fh
0,0,0,0,0,0,,2008 Volvo fh12
0,0.64,3,1.67,14370,0,,2013 Volvo fh
0,1.25,3,1.67,21006,0,,2013 Volvo fh
0,0.94,2,5,14460,0,,2013 Volvo fh
0.18,51.17,12,18.42,20290,3655.611574,,Volvo FH 2012
0.81,414.32,5,25.4,27922,22495.86592,,Volvo fh12 2007
1,486.41,4,56.25,28248,28159.72749,,2006 volvo fh
0.69,277.8,5,42.4,20539,14248.07608,,2011 Volvo fh
0.66,618.34,6,52.67,46723,30989.08779,,2012 Volvo fh
0.79,427.74,8,33.88,32250,25344.2134,,2005 Volvo fh12
0,0,0,0,0,0,,8.62476E+14
0,1.79,3,4,10456,0,,2012 volvo FH
0,0.46,2,6.5,1531,0,,2012 / Volvo fh
0,0.68,1,6,1551,0,,2012 Volvo fh
0,6.54,5,5.8,4270,0,,2012 Volvo Fh
0,0,0,0,4807,0,,2011 Volvo fh
0,0,0,0,0,0,,2012 Volvo fh
0,0,0,0,772,0,,2014 Volbo fh
0,1.03,6,1,4967,0,,2011 Volvo fh
0,0.04,1,0,1020,0,,2012 Volbo fh
0.02,21.04,9,12.67,25472,488.3996093,,2004 Volvo fh12
0,0.35,1,1,5557,0,,2013  volvo fh12
0,4.12,8,2.62,10061,0,,2012 Volvo fh12
0.51,251.36,10,21.4,25687,13204.49741,,2012 Volvo fh12
0.09,37.2,5,17.6,28286,2624.490208,,2014 Volvo fh
0.87,438.31,13,26.62,36235,31597.04559,,2012 Volvo fh
0,0,0,0,0,0,,2012 Volvo fh
0.27,94.1,5,30.2,30349,8160.11065,,2014 Volvo fh
0.33,208.14,31,14.61,54246,17688.77198,,2015 Volvo fh
16.28,398.41,12,22.92,1268,20644.40977,,2015 VOLVO FH
0.27,205.18,17,24.53,62969,16914.76559,,2015 VOLVO FH
0,0,0,0,0,0,,2014 Volvo fh
0.51,266.69,23,24.17,45640,23264.69067,,2012 Volvo fh
0.35,233.05,21,20.86,64892,22768.78312,,2013 Volvo Fh
0,0,0,0,0,0,,Volvo fh
0,1.55,2,5,2034,0,,2012 volvo fh
0,3.79,5,5,9945,0,,2014 Volvo fh
1.1,861.92,10,31.7,40307,44486.86202,,2011 Volvo fh
0.66,417.09,7,35.71,33445,22129.2965,,2011 Volvo fh
0.54,213.91,8,25.75,26178,14026.35509,,2012 Volvo fh12
0,9.17,4,13,13853,0,,2011 Volvo fh
0.57,563.64,13,24.77,52733,30317.02021,,2013 Volvo fh
0.47,216.49,9,26.44,29312,13782.58044,,2015 VOLVO FH
0.63,237.79,11,16.64,23966,15076.82972,,2011 Volvo fh
0.5,236.12,7,22.14,28879,14441.40735,,2015 / Volvo fh12
0,0,0,0,0,0,,2007 / Volvo fh 12
0,2.6,4,2.75,16248,0,,2012 Volvo fh
0.75,427.24,7,35,31531,23491.2808,,2007 Volvo fh12
0,6.65,6,6.67,8287,0,,2006 Volvo fh12
0.39,204.53,18,22.28,52753,20523.29516,,2007 Volvo fh12
0,8.85,6,5.67,9661,0,,2011 Volvo fh
0.12,34.62,10,5.9,25416,3176.044518,,2008 Volvo fh12
0.65,421.74,9,35.67,33454,21851.32276,,2012 Volvo fh
0,1,2,3,1535,0,,2012 Volvo fh
0.53,560.02,10,28.9,56656,29783.12873,,2007 Volvo fh12
0,1.42,7,2.14,5895,0,,2009 Volvo fh
0,4.15,4,4.5,19327,0,,2007 Volvo fh12
0.65,210.8,6,43.5,19979,12944.92608,,2008 Volvo fh12
0.77,244.75,10,23.8,20740,16009.81522,,2006 Volvo fh 440
0.68,579.93,7,48.43,45896,31102.41536,,2005 Volvo fh12
0.06,65.8,17,17.29,21477,1299.607532,,2008 Volvo fh12
0,0.98,4,2.5,5930,0,,2009 Volvo fh12
0,0,0,0,716,0,,2014 Volvo fh
0.27,32.34,6,10.5,8695,2338.119869,,2012 volvo fh12
0.6,430.39,10,27.7,38784,23166.36385,,2012 Volvo fh
0,0,0,0,1676,0,,2013 Volvo fh
0,4.66,9,7.33,10770,0,,2006 Volvo fh12
0.65,216.44,6,30.83,20383,13181.51583,,2005 Volvo fh12
0,3.8,2,11,10993,0,,2005 Volvo fh12
0,1.02,3,8,1571,0,,2012 Volvo fh
0,0,0,0,0,0,,2005 Volvo fh
0.56,580.68,6,53.67,57396,32296.8124,,2012 Volvo fh12
0,1.14,5,3.4,7209,0,,2009Volvo fh
0.62,337.36,10,30.1,33544,20818.62152,,2014 Volvo fh12
0.51,448.27,6,41.83,52145,26390.6572,,2008 Volvo fh12
0,0.56,1,4,5383,0,,2014 Volvo fh
0.47,133.78,35,28.09,19168,9009.515738,,Honda unicorn
0.43,143.4,29,28.1,19876,8539.052345,,H unicorn
0.62,230.8,26,28.73,25145,15596.95518,,H unicorn
0.93,195.73,23,42.04,18871,17580.41172,,H unicorn
0.69,198.14,25,36.36,21132,14558.59882,,H unicorn
0,1.18,2,12,368,0,,H unicorn
0.49,91.74,20,29.1,13610,6617.532525,,H unicorn
0.67,69.69,22,28.59,8718,5878.372716,,H unicorn
0.68,69.68,15,32.07,7952,5410.552228,,H unicorn
0.72,204.26,25,32.72,20612,14925.52944,,H unicorn
0,0,0,0,0,0,,H unicorn
0.84,184.88,39,40.18,16441,13871.2528,,H unicorn
0.76,146.77,23,32.7,13509,10332.05168,,H unicorn
0.79,75.74,13,29.31,8214,6519.610544,,H unicorn
0.84,205.12,29,37.86,21448,18002.31862,,H unicorn
0.57,107.65,30,26.33,13772,7781.974974,,H unicorn
0.23,71.2,32,24.72,16424,3749.132681,,H unicorn
0.53,81.43,38,32.58,10620,5596.766642,,H unicorn
0,0,0,0,0,0,,H unicorn
0,0,0,0,0,0,,Honda unicorn
0.08,88.38,29,18.59,19454,1601.904792,,H unicorn
0.42,15.99,3,27,2081,864.2912005,,Honda Unicorn
0.91,169.77,17,40.59,16600,15099.19415,,Honda Unicorn
0.25,140.17,8,30.75,36426,9099.677615,,Volvo FH12 2003
0.18,136.23,9,22.78,62735,11387.46022,,Volvo FH12 2004
0.16,29.1,3,29.67,15589,2570.339371,,Volvo FH12 2012
0,0,0,0,0,0,,Volvo FH12 2012
0,0,0,0,0,0,,Volvo FH12 2004
0,1.36,1,11,1861,0,,Volvo FH12 2004
0.64,317.05,3,35.33,26817,17191.76965,,Volvo FH12 2006
0,0,0,0,18060,0,,Volvo FH12 2012
0,0,0,0,0,0,,Mercedes Actros 2005
0,0,0,0,43816,0,,9281
0,7.25,3,15.67,2977,0,,Volvo FH12 2004
0,0,0,0,0,0,,Volvo FH  2004
0.13,68.21,6,29,39297,5019.810068,,Volvo FH12 2004
0.57,212.19,3,50.67,23841,13506.03181,,Volvo FH12 2004
0.31,386.97,9,35.33,63099,19781.84409,,Volvo FH12 2012
0,0,0,0,0,0,,Mercedes Actros 2003
0,2.31,1,22,14603,0,,Volvo FH12 2011
0.71,757.16,16,36.81,53397,37941.94305,,Volvo FH12 2012
0.42,318.74,6,57,40828,17100.56781,,Volvo FH12 2000
0.13,107.53,1,63,48153,6144.566513,,Volvo FH12 2007
0,5.72,3,5,4038,0,,Volvo FH12 2006
0,0,0,0,4158,0,,Volvo FH12 2012
0,0,0,0,18970,0,,Volvo FH12 2000
0.23,45.09,15,18.33,14615,3292.234272,,Volvo FH 2000
0,0,0,0,0,0,,Volvo fh12
0,0.06,1,2,21745,0,,Volvo Fh12 2011
0.7,616.7,8,41.5,48846,34354.82729,,Volvo FH12 2007
0,0.1,2,79,14334,0.9999992,,"Volvo fh13, 2010"
0,0.28,2,1.5,2891,0,,"Volvo Fh13, 2010"
0,0,0,0,9693,0,," vfh12, 2015"
0.24,73.81,13,20,20397,4914.363997,,"Vfh12, 2015"
0.53,543.99,9,28.56,49743,26589.92417,,"VFh12, 2015"
0.48,548.45,15,32,56307,26918.23661,,"Vfh12, 2015"
0.15,139.05,14,21.36,41622,6109.748929,,"Vfh12, 2015"
0.15,39.81,9,16.56,21854,3310.712339,,"volvo fh12, 2015"
0.62,783.35,13,39.77,54768,33922.53868,,"Vfh 12, 2015"
0,0.27,1,4,8591,0,,"Volvo fh12, 2005"
0,0,0,0,1541,0,,"Volvo fh12, 2005"
0,0,0,0,0,0,,2006 volvo fh12
0,0,0,0,0,0,,2006 Volvo fh12 
0,0,0,0,0,0,,"VOLVO FH12, 2002"
0,8.32,2,12.5,5493,0,,"Volvo fh12, 2003"
0,0,0,0,0,0,,"volvo fh12, 2006"
0.01,8.24,2,20.5,70815,554.7595562,,Volvo FH12 2012
0,0.1,1,11,38401,0,, Volvo Fh 2008 
0,0,0,0,5236,0,,Volvo FH 2007
0,646.71,22,23.41,0,36095.18036,,Volvo FH 2008
0.3,130.61,14,21.79,26244,7932.151044,,Volvo FH 2007
0,0,0,0,17065,0,,VOLVO FH 2008
0.83,367.54,7,41.71,21419,17822.54884,,Volvo FH 2006
0,0,0,0,19409,0,,Volvo FH 2010
0,0.82,2,5,23079,0,,Volvo FH 2008
0,3.69,3,8,11033,0,,Volvo FH 2007
0,0,0,0,0,0,,VOLVO FH 2009
0,0,0,0,5157,0,,VOLVO FH 2009
0,0,0,0,5284,0,,8.62476E+14
0.33,414.94,7,38.29,62994,20599.96034,,8.62476E+14
0,0.85,3,4.67,25033,0,,8.62476E+14
0.22,51.47,5,36.8,22873,4940.19504,,Volvo FH 2008
0,0,0,0,2761,0,,Volvo FH 2008
